8,0,8,119,119,119
11,0,8,119,119,119
8,0,9,119,119,119
9,0,9,119,119,119
10,0,9,119,119,119
11,0,9,119,119,119
8,0,10,119,119,119
9,0,10,119,119,119
10,0,10,119,119,119
11,0,10,119,119,119
13,1,3,255,153,0
15,1,3,255,153,0
12,1,4,255,153,0
14,1,4,255,153,0
11,1,5,255,153,0
13,1,5,255,153,0
9,1,6,255,153,0
10,1,6,255,153,0
12,1,6,255,153,0
8,1,7,255,153,0
11,1,7,255,153,0
8,1,8,119,119,119
11,1,8,119,119,119
7,1,9,119,119,119
12,7,11,238,238,238
9,1,9,119,119,119
10,1,9,119,119,119
11,7,11,187,187,187
12,1,9,119,119,119
7,1,10,119,119,119
10,7,11,187,187,187
9,7,11,170,170,170
8,7,11,170,170,170
7,7,11,170,170,170
12,1,10,119,119,119
7,1,11,119,119,119
8,1,11,119,119,119
9,1,11,119,119,119
10,1,11,119,119,119
11,1,11,119,119,119
12,1,11,119,119,119
7,2,3,0,153,51
8,2,3,51,204,51
9,2,3,0,153,51
10,2,3,51,204,51
11,2,3,0,153,51
12,2,3,51,204,51
16,2,4,255,153,0
11,2,5,102,153,51
8,2,6,255,153,0
9,2,6,255,153,0
10,2,6,255,153,0
11,2,6,255,153,51
12,2,6,255,153,0
14,2,6,255,153,0
7,2,7,255,153,0
12,7,10,187,187,187
9,2,7,255,153,0
10,2,7,255,153,0
11,7,10,187,187,187
12,2,7,255,153,0
7,2,8,136,136,136
10,7,10,187,187,187
9,2,8,119,119,119
10,2,8,119,119,119
9,7,10,170,170,170
12,2,8,136,136,136
6,2,9,119,119,119
8,7,10,170,170,170
7,7,10,170,170,170
12,6,12,136,136,136
11,6,12,136,136,136
10,6,12,136,136,136
9,6,12,136,136,136
13,2,9,136,136,136
6,2,10,119,119,119
8,6,12,136,136,136
7,6,12,119,119,119
13,6,11,136,136,136
6,6,11,119,119,119
13,6,10,136,136,136
11,6,10,136,136,136
13,2,10,136,136,136
6,2,11,119,119,119
10,6,10,136,136,136
8,6,10,136,136,136
6,6,10,119,119,119
13,6,9,136,136,136
12,6,9,255,153,0
9,6,9,255,153,0
13,2,11,136,136,136
7,2,12,119,119,119
8,2,12,119,119,119
9,2,12,119,119,119
10,2,12,119,119,119
11,2,12,119,119,119
12,2,12,119,119,119
7,3,3,51,204,51
8,3,3,51,204,51
9,3,3,0,153,51
10,3,3,51,204,51
11,3,3,0,153,51
12,3,3,0,153,51
8,3,4,51,204,51
